,0
0610005C13Rik,0.0
0610007C21Rik,30.192320059927418
0610007L01Rik,51.624569368334285
0610007P08Rik,8.03658108292824
0610007P14Rik,46.59827490974505
0610007P22Rik,34.2483309323194
0610008F07Rik,0.0
0610009B14Rik,2.9199808449256572
0610009B22Rik,39.23293743688666
0610009D07Rik,103.46702276775586
0610009E02Rik,7.499895670701204
0610009L18Rik,21.014393056117328
0610009O20Rik,19.919794805379613
0610010F05Rik,34.81142482817119
0610010K14Rik,62.38801145764081
0610010O12Rik,997.4455459158964
0610011F06Rik,101.32743079905119
0610011L14Rik,26.049192888133568
0610012D04Rik,0.0
0610012G03Rik,53.88140658407964
0610012H03Rik,0.0
0610025J13Rik,0.0
0610030E20Rik,1.8686559131747718
0610031J06Rik,150.76986951899133
0610037L13Rik,31.870218551507865
0610037P05Rik,93.19270684745389
0610038L08Rik,0.0
0610038P03Rik,0.0
0610039K10Rik,0.0
0610040B09Rik,0.0
0610040B10Rik,0.0
0610040F04Rik,0.0
0610040J01Rik,5.404642401563146
0610043K17Rik,0.0
0910001L09Rik,170.68137266229144
1010001B22Rik,22.807536227084274
1010001N08Rik,0.0
1100001G20Rik,19.466867519196096
1110001A16Rik,84.67643041148986
1110001J03Rik,39.79564821201485
1110002B05Rik,17.07184991870606
1110002E22Rik,10.58888608362352
1110002J07Rik,0.0
1110002L01Rik,0.0
1110002N22Rik,4.152511069265292
1110003E01Rik,98.01612435464071
1110003O08Rik,0.0
1110004E09Rik,46.44050384992375
1110004F10Rik,138.99029630033507
1110005A03Rik,7.9188969577032475
1110006G14Rik,0.0
1110007C09Rik,200.65646072893355
1110008E08Rik,0.0
1110008F13Rik,40.67664097692255
1110008J03Rik,13.245676178361364
1110008L16Rik,35.4496700594619
1110008P14Rik,67.81191551625245
1110012D08Rik,12.71422047387398
1110012J17Rik,14.347054212742695
1110012L19Rik,22.016607281517764
1110014N23Rik,47.67936532159945
1110017D15Rik,12.566445078351785
1110017F19Rik,132.77686809069036
1110018G07Rik,26.932574143837442
1110018J18Rik,52.42755216270449
1110018N20Rik,0.0
1110019D14Rik,7.964541859640879
1110020A21Rik,6.203495850003645
1110020G09Rik,0.0
1110021J02Rik,13.187425539081636
1110021L09Rik,6.301157522636909
1110025L11Rik,0.0
1110028C15Rik,12.138235806208066
1110028F11Rik,0.0
1110031I02Rik,18.60499360138816
